Text,label
How can I avoid getting infected?,avoidinfecting
How can I avoid infecting others?,avoidinfecting
What is physical distancing and why and how should I do it?,distancing
 Are face masks effective in protecting against COVID-19?,maskcovid
How long will it take to develop a vaccine?,vaccine
Am I protected against COVID-19 if I had the influenza vaccine this year?,covidinfluenza
What is the situation in Europe at the moment?,europecovid
How prepared is Europe for COVID-19? ,europecovid
What is the EU doing?,EU
How many people have been infected in the EU/EEA?,EU
How long will this outbreak last? When will we see the peak?,peak
Should schools and day centres be closed?,schools
What are the travel restrictions in the European Union?,restriction
What precautions should I take if I need to travel?,travel
What is the risk of infection when travelling by plane?,travel
" Are people working in the supply chain including logistics, control services, retail, etc. at risk of getting COVID-19 by handling packages? What measures can be taken to reduce the risk of getting infected in this type of work setting?",risk
What is the risk of COVID-19 infection from food products imported from affected areas?,food
What is the risk of COVID-19 infection from animals or animal products imported from affected areas?,animal
I have a lung condition; am I at more risk of getting COVID-19 than somebody who doesn’t have a lung condition?,lung
Please can you provide detailed information about who is at high risk from a respiratory standpoint?,risk
Are there any additional measures that I should take to limit my risk of getting sick as I have a lung condition?,measure
Should I consider self-isolating to avoid catching the virus?,isolate
Am I safe outside of the house provided I avoid crowded areas e.g. can I go to the park or walk outside?,safe
Are people with respiratory disease more likely to die of COVID-19 than those without?,covid
"As part of my condition, I regularly have a dry cough and fever – is there a way to distinguish these symptoms with those of COVID-19?",fever
Should I wear a mask to protect myself from the virus?,mask
Can I catch COVID-19 from my pet?,covid
My neighbours often smoke in their garden and the smoke comes into my house if the windows are open. Can COVID-19 be transmitted through exhaled smoke?,smoke
The news says that the worst affected by COVID-19 are the older age population and ‘people’ with pre-existing conditions. Are ‘people with pre-existing conditions’ also older or does this refer to people of any age?,condition
"I had the flu vaccine this year, am I protected from this virus?",fluvaccine
"What is being done to protect the vulnerable population (elderly, people with health conditions)?",vulnerable
What are organisations in Europe doing about the situation?,Europe
Can the virus that causes COVID-19 be transmitted through the air?,transmissioncorona
Can I catch COVID-19 from the feces of someone with the disease?,faces
What can I do to protect myself and prevent the spread of disease,protect
Protection measures for persons who are in or have recently visited (past 14 days) areas where COVID-19 is spreading,measure
How likely am I to catch COVID-19?,catch
Should I worry about COVID-19?,worry
Are antibiotics effective in preventing or treating the COVID-19?,antibiotic
Are there any medicines or therapies that can prevent or cure COVID-19,medicine
Should I wear mask to protect myself,mask
How to put on use take off and dispose of a mask?,mask
How long is the incubation period for COVID-19?,incubation
Can I catch COVID-19 from my pet?,covid
Is it safe to receive a package from any area where COVID-19 has been reported?,package
Is there anything I should not do?,notdo
Can you have COVID-19 and show no symptoms?,symptoms
Can one get corona virus for a second time?,second
How long can the virus survive on surfaces?,virus
How has attention to other major illnesses (like cancer) been affected?,illness
Is it possible that one day this will happen again?,again
How to stop infection spreading of covid-19 ?,spread
What to do if you need medical help ?,medical
How to protect yourself from coronavirus ?,protect
Who are the People most at risk ?,risk
What are the symptoms of someone infected with a corona virus?,symptoms
How long you should self isolate ?,isolate
How long to self-isolate if you have symptoms ?,isolate
What to do If you live with someone who has symptoms?,symptoms
What should be done to reduce the spread of infection in your home ?,reduceinfection
How to Treat corona virus symptoms at home ?,symptoms
Can I take ibuprofen if I have corona virus ?,ibuprofen
When am I allowed to leave the house?,house
"Can I go to the dentist, my GP or another medical appointment?",medicalappointment
Should I stay at home or go to work?,home
I’m not a critical worker and I can’t work from home. What should I do?,workerhome
How can I find out if my work is essential or not?,work
Can I see my friends?,friends
Can I visit elderly relatives?,relatives
Can I go out to help a vulnerable person?,vulnerable
Can I go to park ?,park
Can I move house?,house
Can I drive to a national park or other green space to walk?,drive
What will happen to me if I break the rules?,rules
What to do if you have symptoms ?,symptoms
What can I do to prevent catching or spreading the germs ?,spread
Are the Intercollegiate Halls of Residence open?,intercollegiate
Is teaching continuing for students?,teaching
What is corona virus ?,corona
What is social distancing ?,distancing
What effect does coronavirus have on pregnant women?,pregnant
What effect will coronavirus have on my baby if I am diagnosed with the infection?,baby
Why are pregnant women in a vulnerable group?,vulnerable
What is the travel advice if I am pregnant?,pregnant
Should I attend my antenatal and postnatal appointments?,appointment
"What should I do if I develop a fever or temperature, or both, when I am pregnant?",pregnant
What impact will corona virus have on my pregnancy?,pregnant
Will my childbirth choices be affected by the coronavirus pandemic?,child
Will I be able to have my birth partner with me during labour and birth?,birth
Will I be able to have my birth partner with me if I am being induced?,birth
Will my birth partner be able to stay with me if I have a caesarean or instrumental birth that occurs in an operating theatre?,birth
Is there any advice for birth partners during the corona virus pandemic?,birth
How will I be tested for corona virus?,testing
What should I do if I test positive for coronavirus?,testing
Why would I be asked to self-isolate (as opposed to reducing social contact)?,isolate
What should I do if I’m asked to self-isolate?,isolate
How will my care be managed after I have recovered from coronavirus?,corona
What do I do if I feel unwell or I’m worried about my baby during self-isolation?,baby
Will being in self-isolation for suspected or confirmed corona virus affect where I give birth?,birth
Will being in self-isolation for suspected or confirmed coronavirus affect how I give birth?,birth
What happens if I go into labour during my self-isolation period?,labour
Could I pass corona virus to my baby?,baby
Will my baby be tested for coronavirus?,baby
What is corona virus ?,coronavirus
"Why is this disease being called corona virus disease 2019, covid-19 ?",coronavirus
Why might someone blame or avoid individuals and groups (create stigma) because of covid-19 ?,covid
How can people help stop stigma related to covid-19 ?,stigma
What is source of corona virus ?,corona
How does corona virus spread ?,spread
Why are we seeing rise in cases ?,rise
Can someone who has covid-19 spread the illness to others ?,spread
"Can the corona virus can be spread through food, including restaurant take out, refrigerated or frozen packaged food ?",spread
Can I get sick with covid-19 if its on food ?,covid
Will warm weather stop the outbreak of covid-19 ?,weather
What is community spread ?,community
What temperature kills the virus that causes covid-19 ?,temperature
Can mosquitoes or tricks spread the virus that causes covid-19 ?,mosquitoes
How can I protect myself ?,protect
What should I do if I have had close contact with someone who has covid-19 ?,contact
Does CDC recommend using face masks or face coverings to prevent covid-19 ?,mask
Am I at risk for covid-19 from a package or products shipping from China ?,package
Is it okay for me to donate blood ?,donate
what is the risk of my child becoming sick with covid-19 ?,childcovid
How can I protect my child from covid-19 infection ?,childcovid
Are the symptoms of covid-19 different in children than in adults ?,symptoms
Should children wear masks ?,childmask
how do I prepare my children in case of covid-19 outbreak in our community ?,child
How can my family and I prepare for Covid-19 ?,family
What steps can my family take to reduce our risk of getting covid-19 ?,family
What should I do if someone in my house gets sick  with covid-19 ?,sick
How can I prepare for covid-19 at work ?,work
Should I use soap and water or hand sanitizer to protect against covid-19 ?,protect
What cleaning products should I use to protect against covid-19 ?,protect
Should I make my own sanitizer if I can't find it in the stores ?,sanitizer
What are the symptoms and complications that covid-19 can cause ?,symptoms
Who is most at risk for the corona virus disease?,riskcorona
What should people at higher risk of serious illness with covid-19 do ?,illness
Can I get covid-19 from my pets or other animals ?,animal
How can I prevent covid-19 ?,prevent
What treatments are available for covid-19 ?,treatment
Are there any vaccines or other medical products to prevent covid-19 ?,vaccine
Can covid-19 be transmitted by blood transmission ?,transmitted
Is it safe to donate blood during the corona virus pandemic ?,donate
Are there any FDA-approved drug products or medicines to treat covid-19 ?,medicine
Are antibiotics effective in preventing or treating the COVID-19?,antibiotic
Is there a test for covid-19 ?,testing
How are people tested for covid-19 ?,testing
Can I get covid-19 from food worker handling my food ?,spread
Can animals get covid-19 disease ?,animlas
Can I get covid-19 from my pets or other animals ?,pets
what is the median  incubation period of corona virus ?,incubarion
What is corona virus,coronavirus
What are the symptoms of COVID-19,symptoms
How does COVID-19 spread,spread
Can the virus that causes COVID-19 be transmitted through the air?,spread
Can CoVID-19 be caught from a person who has no symptoms?,spread
Can I catch COVID-19 from the feces of someone with the disease?,spread
What can I do to protect myself from corona virus?,protect
How likely am I to catch COVID-19?,risk
Should I worry about COVID-19?,worrycovid
Who is at risk of developing severe illness,risk
Are antibiotics effective in preventing or treating the COVID-19?,antibiotic
Are there any medicines or therapies that can prevent or cure COVID-19 ?,medicine
Is there a vaccine drug or treatment for COVID-19 ?,vaccine
Is COVID-19 the same as SARS?,covidSARS
Should I wear mask to protect myself ?,useofmask
How to put on use take off and dispose of a mask?,useofmask
Can humans become infected with the COVID-19 from an animal source?,animalsource
Can I catch COVID-19 from my pet?,pet
How long does the virus survive on surfaces?,coronavirus
Is it safe to receive a package from any area where COVID-19 has been reported?,package
Do I need to wear a mask every time I step out of the home?,mask
What is the government doing to contain the spread of COVID-19?,government
"Where can I go to obtain accurate, scientific, and up-to-date information about coronavirus?",information
How long is the incubation period for corona virus?,incubation
What do we know about incubation period of corona virus?,incubation
